"id","year","major_head","estimate_type","major_category","minor_category","sub_category","amount"
319,"2019-2020","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association Receipts",408.34
320,"2019-2020","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association Repayments",-370.29
321,"2019-2020","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Receipts",72.01
322,"2019-2020","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Repayments",-172.92
323,"2019-2020","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Receipts",3.42
324,"2019-2020","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Repayments",-29.56
325,"2019-2020","6002","Budget","External Debt","Multilateral","International Bank for Reconstruction and Development Receipts",7831.0
326,"2019-2020","6002","Budget","External Debt","Multilateral","International Bank for Reconstruction and Development Repayments",-7351.49
327,"2019-2020","6002","Budget","External Debt","Multilateral","International Development Association Receipts",6756.0
328,"2019-2020","6002","Budget","External Debt","Multilateral","International Development Association Repayments",-14479.46
329,"2019-2020","6002","Budget","External Debt","Multilateral","International Fund for Agricultural Development Receipts",373.0
330,"2019-2020","6002","Budget","External Debt","Multilateral","International Fund for Agricultural Development Repayments",-134.6
331,"2019-2020","6002","Budget","External Debt","Multilateral","Asian Development Bank Receipts",10093.0
332,"2019-2020","6002","Budget","External Debt","Multilateral","Asian Development Bank Repayments",-4853.25
333,"2019-2020","6002","Budget","External Debt","Multilateral","Eastern European Community (SAC) Receipts",""
334,"2019-2020","6002","Budget","External Debt","Multilateral","Eastern European Community (SAC) Repayments",-9.49
335,"2019-2020","6002","Budget","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Receipts",""
336,"2019-2020","6002","Budget","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Repayments",-15.98
337,"2019-2020","6002","Budget","External Debt","Multilateral","New Development Bank Receipts",1089.0
338,"2019-2020","6002","Budget","External Debt","Multilateral","New Development Bank Repayments",""
339,"2019-2020","6002","Budget","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Receipts",653.0
340,"2019-2020","6002","Budget","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Repayments",""
341,"2019-2020","6002","Budget","External Debt","Bilateral","Germany Receipts",1022.0
342,"2019-2020","6002","Budget","External Debt","Bilateral","Germany Repayments",-1419.06
343,"2019-2020","6002","Budget","External Debt","Bilateral","France Receipts",1519.0
344,"2019-2020","6002","Budget","External Debt","Bilateral","France Repayments",-308.69
345,"2019-2020","6002","Budget","External Debt","Bilateral","Japan Receipts",10156.0
346,"2019-2020","6002","Budget","External Debt","Bilateral","Japan Repayments",-5800.89
347,"2019-2020","6002","Budget","External Debt","Bilateral","Switzerland Receipts",""
348,"2019-2020","6002","Budget","External Debt","Bilateral","Switzerland Repayments",""
349,"2019-2020","6002","Budget","External Debt","Bilateral","USA Receipts",""
350,"2019-2020","6002","Budget","External Debt","Bilateral","USA Repayments",-176.4
351,"2019-2020","6002","Budget","External Debt","Bilateral","Russian Federation Receipts",3915.0
352,"2019-2020","6002","Budget","External Debt","Bilateral","Russian Federation Repayments",-813.69
353,"2019-2020","6002","Budget","External Debt","Bilateral","European Investment Bank (EIB) Receipts",1266.0
354,"2019-2020","6002","Budget","External Debt","Bilateral","European Investment Bank (EIB) Repayments",""
355,"2019-2020","6002","Budget","External Debt","Expenditure netted against externally assistance for States Projects","European Investment Bank (EIB) ",-12262.05
356,"2019-2020","9003","Budget","Draw Down of Cash Balance","Receipts","European Investment Bank (EIB) ",-39793.06
357,"2019-2020","9003","Budget","Draw Down of Cash Balance","Disbursements","European Investment Bank (EIB) ",90852.19
358,"2019-2020","6001","Budget","Market Stabilisation Scheme","Receipts","European Investment Bank (EIB) ",""
359,"2019-2020","6001","Budget","Market Stabilisation Scheme","Repayments","European Investment Bank (EIB) ",""
360,"2018-2019","7601","Actual","Recoveries of Loans & Advances","State Governments","Gross Receipts ",14366.77
361,"2018-2019","7601","Actual","Recoveries of Loans & Advances","State Governments","Recoveries ",""
362,"2018-2019","7602","Actual","Recoveries of Loans & Advances","Union Territories (With Legislature)","Recoveries ",72.0
363,"2018-2019","7605","Actual","Recoveries of Loans & Advances","Foreign Governments","Recoveries ",369.77
364,"2018-2019","9001","Actual","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Gross Receipts ",15448.4
365,"2018-2019","9001","Actual","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Recoveries ",-12204.74
